"","response.docs.lead_paragraph"
"1195","Richard Clarke was in Abu Dhabi one morning in 2013 when his phone lit up. “You busy?” a familiar voice said. It was a rhetorical question. The caller was Mohammed bin Zayed al-Nahyan, the ruler of the United Arab Emirates and one of the most powerful men on Earth. “I’ll send a car,” he said, and hung up. Clarke, the former White House counterterrorism czar, was working as a consultant for M.B.Z. (as he’s mostly known outside his country) and had gotten used to impromptu calls like this. M.B.Z. rarely explained what he had in mind. Once, he took Clarke for an unexpected helicopter flight deep into the desert of the Empty Quarter and then landed by an artificial pond, scattering a herd of wild gazelles. Not far away, a group of German engineers was standing around, working on an experimental solar-powered water-desalination plant."
"1196","The evidence mounted all year. Temperature records were broken in France, Germany and elsewhere; the Greenland ice sheet experienced exceptional melting; and, as 2019 came to a close, broiling temperatures contributed to devastating wildfires that continue in Australia."
"1197","We picked destinations to inspire you, delight you and motivate you to explore the world."
"1198","Is Betelgeuse about to blow?"
"1199","The cuttlefish hovers in the aquarium, its fins rippling and large, limpid eyes glistening. When a scientist drops a shrimp in, this cousin of the squid and octopus pauses, aims and shoots its tentacles around the prize."
"1200","The Smithsonian Institution is teaming up with IDW Publishing on a series of educational graphic books that will start to be released this fall. "
"1201","COCODRIE, La. — A marine laboratory 85 miles southwest of New Orleans was designed to be a fortress against extreme weather. But it might be defeated by climate change."
"1202","When is a minimum not a minimum? On payday, for the millions of American workers who are paid less than minimum wage — legally — because of who they are or what kind of work they do."
"1203","BETHLEHEM, Pa. — Just a few blocks from the rusted 16-story blast furnaces that once fired hulking steel beams for the Hoover Dam and the Golden Gate Bridge, OraSure Technologies each day produces thousands of thumbnail-size pads made to spit on."
"1204","Robert Caro is famous for colossal biographies of colossal figures. “The Power Broker,” his Pulitzer Prize-winning life of Robert Moses, weighed in at nearly 1,300 pages. His as-yet-unfinished biography of Lyndon B. Johnson — he likes to call the volume-in-progress “the fifth of a projected three” — totals 3,444 pages and counting. "
"1205","This lobby lounge, in the Company Building, which is home to a collection of tech start-ups, sprawls over 8,500 square feet, with cushy booths and tables, a 63-foot bar, and an arched, tiled ceiling to echo the Guastavino installation across the street in Grand Central Terminal. It’s the work of Company You Keep Hospitality, a division of Company, the firm that owns the building. The restaurant’s food consists mostly of bar fare, like charcuterie plates, pizza bianca with various toppings, and dips like a take on cacio e pepe with flatbread. Tien Ho, who was formerly with Momofuku, Whole Foods and, briefly, Wild Ink in Hudson Yards, is the chef. Graceanne Jordan, who worked with Danny Meyer, among others, is managing the restaurant, and Anthony Merlino, formerly at the Modern, is in charge of the bar. "
"1206","The Very Rev. James Parks Morton, who in 25 years as dean of the Cathedral Church of St. John the Divine in Upper Manhattan transformed it from a religious backwater into a vibrant center for the arts, the homeless, circus performers, household pets, endangered animals and interfaith engagement, died on Saturday at his home in Manhattan. He was 89."
"1207","Good morning. (Want this by email? Sign up here.)"
"1208","(Want to get this briefing by email? Here’s the sign-up.)"
"1209","A federal judge in Los Angeles said this week that he was inclined to give final approval to the University of Southern California’s $215 million class-action settlement with former patients of Dr. George Tyndall, the campus gynecologist accused of sexual misconduct involving hundreds of patients during his decades-long tenure. "
