"","response.docs.lead_paragraph"
"717","DES MOINES — Maybe it was the threat of bad weather. Maybe it was a seating assignment debacle. Maybe it was a struggling campaign organization that still hadn’t found its footing."
"718","The manager of a hotel near Newark Liberty International Airport that relies on tourists from China estimated the loss from the coronavirus outbreak at “well over $100,000 and climbing.”"
"719","And the Writers Guild Awards honor Bong Joon Ho."
"720","(Want to get this briefing by email? Here’s the sign-up.) "
"721","Listen and subscribe to our podcast from your mobile device: Via Apple Podcasts | Via Spotify | Via Stitcher"
"722","The conservative radio talk show host Rush Limbaugh said on his live show on Monday that he had advanced lung cancer."
"723","An article on Tuesday about the fraught relationship between Gov. Andrew Cuomo and Andy Byford misstated Mr. Byford’s age. He is 54, not 55."
"724","To the Editor:"
"725","This simplest of smoothies, fairly thick, deliciously tart-sweet and fragrant, makes no claims of enhancing your immune system, ridding your face of wrinkles or saving your marriage. Made with high-quality Alphonso mangoes and Ronnybrook Farm yogurt, this new mango lassi is made by Monsieur Singh — a company founded by Karan Gera, an entrepreneur — with Ronnybrook. Previously, Mr. Gera produced and sold frozen lassi in pints. The new drink is satisfying enough to tide you over when breakfast or lunch are given short shrift. You could sip it alongside a meal, or pour some like an affogato over mango sorbet for dessert. The eight-ounce serving has 160 calories."
"726","“Radiolab,” the popular W.N.Y.C. audio program, has long explored big philosophical questions about the world through investigations about everything from eels to  the legal foundation for the “war on terror.” But for its first serialized story, “The Other Latif,” the show will take listeners to the barbed-wire gates of the prison at Guantánamo Bay to explore legal and ethical quandaries about a detainee."
"727","No matter what, a box of chocolates still has merit as a Valentine’s Day gift. One option this year comes from the kitchens of Jean-Georges Vongerichten. A box of 12 bonbons (or 24), liberally decorated with hearts and flowers and made from organic single-origin chocolate, is now available to order online for pick up from Feb. 7 to 14 at many of Mr. Vongerichten’s restaurants. Inventive fillings include sesame crunch; toasted corn; vanilla and sour cherry; nougat; and raspberry rose."
"728","KANGAROO ISLAND, Australia — Kangaroo Island is Australia in miniature."
"729","WASHINGTON — Disney and its powerful trade association have fought to stop the law’s spread abroad."
"730","The luxury resorts along serene white-sand beaches have long propped up the economy of Anguilla, a tiny British territory in the Caribbean."
"731","House impeachment managers and President Trump’s legal team delivered their closing arguments to senators. A final vote is expected on Wednesday."
"732","DES MOINES — Maybe the technology failed. Maybe just the humans in charge of it. Whatever the culprit, the results pages — reloaded obsessively by campaigns and their supporters through the night — remained farcically bare as Monday slid into Tuesday."
"733","Good morning."
"734","Troy Price, the chairman of the Iowa Democratic Party, said shortly after 1 a.m. that he expected to have caucus results to report “later today” after party officials had manually tallied the data."
"735","This article is part of the Debatable newsletter. You can sign up here to receive it on Tuesdays and Thursdays."
"736","WASHINGTON — When President Trump delivered his State of the Union address in 2019, he pointed to El Paso as a sign of the success of his immigration policies, claiming it had been transformed from “one of our nation’s most dangerous cities” to “one of the safest cities in our country” by the construction of a border wall."
"737","Mike Hoare, an Irish soldier of fortune who led white mercenary forces in civil wars in Congo in the 1960s and a ragtag band of commandos in a farcical aborted coup in the Seychelles in 1981, died on Sunday in Durban, South Africa. He was 100. "
